,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,e1,e2,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentrelation,sim
12,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Adhesive_X,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Adhesive_X,=,1.0
13,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Adolf_Hitler,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Adolf_Hitler,=,1.0
14,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Combat_Enhancers,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Adrenaline_Pills,=,1.0
15,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Adria,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Adria,=,1.0
16,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Afghanistan,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Afghanistan,=,1.0
17,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Africa,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Africa,=,1.0
18,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Agamotto,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Agamotto,=,1.0
19,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Sharon_Carter,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Agent_13,=,1.0
20,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Agent_33,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Agent_33,=,1.0
21,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Piper,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Agent_Piper_(Earth-199999),=,1.0
22,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Agon,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Agon,=,1.0
23,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Alabama,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Alabama,=,1.0
24,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Alamogordo,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Alamogordo,=,1.0
25,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Alaska,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Alaska,=,1.0
26,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Albania,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Albania,=,1.0
27,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Albany,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Albany,=,1.0
28,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Albuquerque,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Albuquerque,=,1.0
29,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Aldrich_Killian,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Aldrich_Killian,=,1.0
30,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Aleta_Ogord,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Aleta_Ogord,=,1.0
31,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Alex_Wilder,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Alex_Wilder,=,1.0
32,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Alexandria,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Alexandria_(Virginia),=,1.0
33,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Alfheim,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Alfheim,=,1.0
34,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Alflyse,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Alflyse,=,1.0
35,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Algeria,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Algeria,=,1.0
36,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Algiers,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Algiers,=,1.0
37,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Alias_Investigations,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Alias_Investigations,=,1.0
38,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Alias_Investigations_Office,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Alias_Investigations_Office,=,1.0
39,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Alice_Hernandez,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Alice_Hayes,=,1.0
40,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Alisa_Jones,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Alisa_Jones,=,1.0
41,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Necroswords,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/All-Black_(Klyntar)_(Earth-616),=,1.0
42,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Allentown,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Allentown,=,1.0
43,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Primitives,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Alpha_Primitives,=,1.0
44,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Alphonso_Mackenzie_(Life-Model_Decoy),http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Alphonso_Mackenzie,=,1.0
45,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/A.R.M.O.R.,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Alternate_Reality_Monitoring_and_Operational_Response_Agency_(Earth-616),=,1.0
46,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Amadeus_Cho,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Amadeus_Cho,=,1.0
47,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Amanda_Carter,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Amanda_Carter,=,1.0
48,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Ambur,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Ambur_(Earth-616),=,1.0
49,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Amy_Bendix,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Amy_Bendix_(Earth-616),=,1.0
50,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Ancient_One,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Ancient_One,=,1.0
51,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Morita,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Andrew_Davis,=,1.0
52,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/David_Angar,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Angar_the_Screamer,=,1.0
53,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Angela_del_Toro,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Angela_del_Toro,=,1.0
54,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Angola,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Angola,=,1.0
55,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Greta_Erskine,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Anita_Erskine_(Robot)_(Earth-616),=,1.0
56,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Annapolis,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Annapolis,=,1.0
57,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Anne_Marie_Hoag,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Anne_Marie_Hoag,=,1.0
58,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Ant-Man:_Larger_Than_Life,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Ant-Man:_Larger_Than_Life_Vol_1,=,1.0
59,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/X-Con_Security_Consultants,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Ant-Man_Security_Solutions,=,1.0
60,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Antarctica,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Antarctica,=,1.0
61,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Antoine_Triplett,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Antoine_Triplett_(Earth-199999),=,1.0
62,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Anvil_Studios,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Anvil_Studios,=,1.0
63,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Hanuman,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Ape_God,=,1.0
64,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Arago-7,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Arago-7,=,1.0
65,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Arc_Reactor,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Arc_Reactor,=,1.0
66,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Ares,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Ares,=,1.0
67,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Argentina,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Argentina,=,1.0
68,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Arizona,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Arizona,=,1.0
69,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Arkon,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Arkon_the_Magnificent,=,1.0
70,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Arlington,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Arlington,=,1.0
71,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Armenia,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Armenia,=,1.0
72,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Arnim_Zola,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Arnim_Zola,=,1.0
73,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Zola_Bot,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Arnim_Zola%27s_Robotic_Body,=,1.0
74,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Asano_Robotics,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Asano_Robotics,=,1.0
75,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Asgard,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Asgard,=,1.0
76,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Asgardians,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Asgardians,=,1.0
77,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Asia,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Asia,=,1.0
78,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Astrans,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Astrans,=,1.0
79,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Athens,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Athens,=,1.0
80,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Atlanta,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Atlanta,=,1.0
81,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Atlantis,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Atlantis,=,1.0
82,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Atreus_Plastics,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Atreus_Plastics,=,1.0
83,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Att-Lass,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Att-Lass_(Earth-616),=,1.0
84,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Attilan,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Attilan,=,1.0
85,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/May_Parker,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Aunt_May,=,1.0
86,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Parker_Residence,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Aunt_May%27s_House,=,1.0
87,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Auran,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Auran,=,1.0
88,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Austin,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Austin,=,1.0
89,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Australia,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Australia,=,1.0
90,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Austria,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Austria,=,1.0
91,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Avalon_(island),http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Avalon_(Otherworld),=,1.0
92,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Avengers,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Avengers,=,1.0
93,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Avengers:_Age_of_Ultron_Prelude_-_This_Scepter%27d_Isle,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Avengers:_Age_of_Ultron_Prelude:_This_Sceptre%27d_Isle_Infinite_Comic_Vol_1,=,1.0
94,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/The_Avengers:_King_of_the_Road,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Avengers:_King_of_the_Road_Vol_1_1,=,1.0
95,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Avengers:_Operation_HYDRA,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Avengers:_Operation_Hydra_Vol_1,=,1.0
96,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/New_Avengers_Facility,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Avengers_Compound,=,1.0
97,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Howard_Stark%27s_Mansion,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Avengers_Mansion,=,1.0
98,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Ayesha,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Ayesha,=,1.0
99,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Ayo,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Ayo,=,1.0
100,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Colleen_Wing%27s_Mother,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Azumi_Ozawa_(Earth-616),=,1.0
101,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Azzuri,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Azzuri,=,1.0
102,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Badoon,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Badoon,=,1.0
103,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Baghdad,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Baghdad,=,1.0
104,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Bahrain,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Bahrain,=,1.0
105,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Bakuto,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Bakuto,=,1.0
106,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Baltimore,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Baltimore,=,1.0
107,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Bambi_Arbogast,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Bambi_Arbogast,=,1.0
108,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Bangkok,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Bangkok,=,1.0
109,http://knowledgeweb.semanticweb.org/heterogeneity/alignmentCell,http://dbkwik.webdatacommons.org/marvelcinematicuniverse.wikia.com/resource/Bangladesh,http://dbkwik.webdatacommons.org/marvel.wikia.com/resource/Bangladesh,=,1.0
