,e1,p1,o1,e2,p2,o2,equals
16,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/USS_Horatio,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/status,Destroyed,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/USS_Horatio_(NCC-10532),http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/status,Destroyed,TRUE
17,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/IKS_Ki%27tang,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/class,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Klingon_Bird-of-Prey,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/IKS_Ki%27tang,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/class,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Klingon_Bird-of-Prey,Unknown
18,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/IKS_Ki%27tang,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/name,IKS Ki'tang,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/IKS_Ki%27tang,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/name,IKS Ki'tang,TRUE
19,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Demora_Sulu,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/gender,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Gender,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Demora_Sulu,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/gender,Female,FALSE
20,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Demora_Sulu,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/father,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Hikaru_Sulu,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Demora_Sulu,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/father,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Hikaru_Sulu,TRUE
21,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Demora_Sulu,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/species,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Human,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Demora_Sulu,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/species,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Human,TRUE
22,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Demora_Sulu,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/actor,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Jacqueline_Kim,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Demora_Sulu,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/actor,Jacqueline Kim,TRUE
23,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Demora_Sulu,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/rank,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Ensign,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Demora_Sulu,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/rank,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Ensign,TRUE
24,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Saavik,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/image,"Saavik, 2285-1.jpg",http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Saavik,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/image,Saavik TSfS.jpg,FALSE
25,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Saavik,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/image,"Saavik, 2285-1.jpg",http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Saavik,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/image,Saavik TWoK.jpg,FALSE
26,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Saavik,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/gender,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Gender,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Saavik,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/gender,female,FALSE
27,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Saavik,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/species,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Vulcan,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Saavik,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/species,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Vulcan,TRUE
28,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Saavik,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/species,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Vulcan,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Saavik,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/species,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Romulan,FALSE
29,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Saavik,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/actor,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Robin_Curtis,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Saavik,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/actor,Kirstie Alley,FALSE
30,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Saavik,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/actor,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Robin_Curtis,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Saavik,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/actor,Robin Curtis,TRUE
31,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Saavik,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/actor,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Kirstie_Alley,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Saavik,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/actor,Kirstie Alley,TRUE
32,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Saavik,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/actor,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Kirstie_Alley,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Saavik,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/actor,Robin Curtis,FALSE
33,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Saavik,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/rank,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Lieutenant_junior_grade,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Saavik,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/rank,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Lieutenant_commander,FALSE
34,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Oberth_class,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/type,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Scout_ship,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Oberth_class,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/type,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Science_vessel,FALSE
35,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Oberth_class,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/type,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Science_vessel,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Oberth_class,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/type,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Science_vessel,Unknown
36,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Oberth_class,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/type,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Transport_ship,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Oberth_class,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/type,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Science_vessel,FALSE
37,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Oberth_class,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/type,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Supply_ship,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Oberth_class,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/type,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Science_vessel,Unknown
38,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Oberth_class,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/defenses,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Deflector_shield,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Oberth_class,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/defense,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Deflector_shield,TRUE
39,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Oberth_class,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/image,USS Grissom .jpg,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Oberth_class,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/image,USS Grissom.jpg,FALSE
40,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Oberth_class,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/crew,80,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Oberth_class,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/crew,80,TRUE
41,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/USS_Phoenix,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/name,USS Phoenix,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/USS_Phoenix_(NCC-65420),http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/name,USS Phoenix,TRUE
42,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/USS_Phoenix,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/status,Active,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/USS_Phoenix_(NCC-65420),http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/status,Active,TRUE
43,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/USS_Olympia,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/name,USS Olympia,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/USS_Olympia_(NCC-25183),http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/name,USS Olympia,TRUE
44,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/USS_Olympia,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/status,Destroyed,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/USS_Olympia_(NCC-25183),http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/status,Destroyed,TRUE
45,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Odo,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/gender,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Gender,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Odo,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/gender,Male,FALSE
46,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Odo,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/gender,None,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Odo,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/gender,Male,FALSE
47,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Odo,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/species,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Human,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Odo,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/species,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Changeling,FALSE
48,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Odo,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/species,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Changeling,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Odo,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/species,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Changeling,TRUE
49,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Nog,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/image,"Nog, 2369.jpg",http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Nog,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/image,Nog2375.jpg,FALSE
50,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Nog,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/gender,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Gender,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Nog,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/gender,male,FALSE
51,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Nog,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/father,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Rom,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Nog,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/father,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Rom,Unknown
52,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Nog,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/species,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Ferengi,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Nog,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/species,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Ferengi,TRUE
53,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Nog,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/mother,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Prinadora,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Nog,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/mother,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Leeta,Unknown
54,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Nog,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/mother,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Prinadora,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Nog,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/mother,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Prinadora,Unknown
55,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Nog,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/mother,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Leeta,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Nog,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/mother,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Leeta,Unknown
56,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Nog,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/mother,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Leeta,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Nog,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/mother,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Prinadora,Unknown
57,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Nog,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/actor,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Aron_Eisenberg,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Nog,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/actor,Aron Eisenberg,TRUE
58,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Nog,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/rank,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Lieutenant_junior_grade,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Nog,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/rank,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Captain,FALSE
59,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Nog,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/rank,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Lieutenant_junior_grade,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Nog,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/rank,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Lieutenant_commander,FALSE
60,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Enterprise-E_shuttlecraft,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/name,Enterprise-E shuttlecraft,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Type-11_shuttlecraft,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/name,type-11,FALSE
61,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/USS_Prometheus_(NCC-71201),http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/name,USS Prometheus,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/USS_Prometheus_(NCC-71201),http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/name,USS Prometheus,TRUE
62,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Argo_(shuttlecraft),http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/image,Argo shuttle and buggy.jpg,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Argo_type,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/image,Argo-jeep.jpg,FALSE
63,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Argo_(shuttlecraft),http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/name,Argo,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Argo_type,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/name,Argo,TRUE
64,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Lee_Kelso,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/gender,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Gender,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Lee_Kelso,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/gender,Male,FALSE
65,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Lee_Kelso,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/species,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Human,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Lee_Kelso,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/species,Human,TRUE
66,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Lee_Kelso,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/actor,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Paul_Carr,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/resource/Lee_Kelso,http://dbkwik.webdatacommons.org/stexpanded.wikia.com/property/actor,Paul Carr,TRUE
