,e1,e2
37,http://dbpedia.org/resource/Under_the_Sun_/_Under_the_Moon,http://www.wikidata.org/entity/Q7883400
38,http://dbpedia.org/resource/Râmnicu_Sărat,http://www.wikidata.org/entity/Q617624
39,http://dbpedia.org/resource/Patrick_Allotey,http://www.wikidata.org/entity/Q350105
40,http://dbpedia.org/resource/Hun_Sen,http://www.wikidata.org/entity/Q57788
41,http://dbpedia.org/resource/Frank_Churchill,http://www.wikidata.org/entity/Q912572
42,http://dbpedia.org/resource/Barbara_Bates,http://www.wikidata.org/entity/Q204750
43,http://dbpedia.org/resource/Érica_Rivas,http://www.wikidata.org/entity/Q8078416
44,http://dbpedia.org/resource/Alfonso_III_of_Aragon,http://www.wikidata.org/entity/Q336855
45,http://dbpedia.org/resource/Vasilis_Georgiadis,http://www.wikidata.org/entity/Q2511140
46,http://dbpedia.org/resource/Randall_L._Gibson,http://www.wikidata.org/entity/Q2130610
47,http://dbpedia.org/resource/George_Doherty,http://www.wikidata.org/entity/Q5538569
48,http://dbpedia.org/resource/Convicted_(1950_film),http://www.wikidata.org/entity/Q5166565
49,http://dbpedia.org/resource/Nate_Corddry,http://www.wikidata.org/entity/Q15501325
50,http://dbpedia.org/resource/Shane_Matthews,http://www.wikidata.org/entity/Q4309938
51,"http://dbpedia.org/resource/Francis,_Duke_of_Teck",http://www.wikidata.org/entity/Q535987
52,http://dbpedia.org/resource/Hugh_Magnus,http://www.wikidata.org/entity/Q715972
53,http://dbpedia.org/resource/Neftalí_Díaz,http://www.wikidata.org/entity/Q20979712
54,http://dbpedia.org/resource/Maxime_Faget,http://www.wikidata.org/entity/Q923972
55,http://dbpedia.org/resource/Evelyn_Waugh,http://www.wikidata.org/entity/Q107002
56,http://dbpedia.org/resource/Ridha_Grira,http://www.wikidata.org/entity/Q3431743
57,http://dbpedia.org/resource/Nisim_Aloni,http://www.wikidata.org/entity/Q721905
58,http://dbpedia.org/resource/Tisza,http://www.wikidata.org/entity/Q134350
59,http://dbpedia.org/resource/Paul_Haslinger,http://www.wikidata.org/entity/Q78957
60,"http://dbpedia.org/resource/Friedrich_Wilhelm_III,_Duke_of_Saxe-Altenburg",http://www.wikidata.org/entity/Q68461
61,http://dbpedia.org/resource/Gran_Turismo_HD_Concept,http://www.wikidata.org/entity/Q2472234
62,http://dbpedia.org/resource/Valenciennes,http://www.wikidata.org/entity/Q163795
63,http://dbpedia.org/resource/Joe_Estevez,http://www.wikidata.org/entity/Q3180060
64,http://dbpedia.org/resource/Blanche_of_England,http://www.wikidata.org/entity/Q273099
65,http://dbpedia.org/resource/Moshood_Abiola,http://www.wikidata.org/entity/Q1528125
66,http://dbpedia.org/resource/The_Cannibals_(1988_film),http://www.wikidata.org/entity/Q3281298
67,http://dbpedia.org/resource/Ray_(film),http://www.wikidata.org/entity/Q797242
68,http://dbpedia.org/resource/Emil_Newman,http://www.wikidata.org/entity/Q3052234
69,http://dbpedia.org/resource/Emery_Moorehead,http://www.wikidata.org/entity/Q4874978
70,http://dbpedia.org/resource/Maati_Bouabid,http://www.wikidata.org/entity/Q1394004
71,http://dbpedia.org/resource/Jill_Scott,http://www.wikidata.org/entity/Q232592
72,http://dbpedia.org/resource/Original_Fire,http://www.wikidata.org/entity/Q4567979
73,http://dbpedia.org/resource/Enzo_Serafin,http://www.wikidata.org/entity/Q3726647
74,http://dbpedia.org/resource/Countess_Georgina_von_Wilczek,http://www.wikidata.org/entity/Q255679
75,http://dbpedia.org/resource/B._F._Skinner,http://www.wikidata.org/entity/Q213195
76,http://dbpedia.org/resource/Joseph_F._Guffey,http://www.wikidata.org/entity/Q3185047
77,http://dbpedia.org/resource/Zdravka_Bušić,http://www.wikidata.org/entity/Q12960651
78,http://dbpedia.org/resource/Chiara_Zanni,http://www.wikidata.org/entity/Q3306432
79,http://dbpedia.org/resource/Sergio_Marchionne,http://www.wikidata.org/entity/Q1229223
80,http://dbpedia.org/resource/Atticus_Ross,http://www.wikidata.org/entity/Q520346
81,http://dbpedia.org/resource/Francesco_Pasinetti,http://www.wikidata.org/entity/Q3081047
82,"http://dbpedia.org/resource/Abbeville,_South_Carolina",http://www.wikidata.org/entity/Q1989375
83,http://dbpedia.org/resource/Masayuki_Mori_(actor),http://www.wikidata.org/entity/Q2590475
84,http://dbpedia.org/resource/Jaber_I_Al-Sabah,http://www.wikidata.org/entity/Q888268
85,http://dbpedia.org/resource/Devon_Sawa,http://www.wikidata.org/entity/Q317308
86,http://dbpedia.org/resource/Sandra_Bullock,http://www.wikidata.org/entity/Q40791
87,http://dbpedia.org/resource/Carlo_Infascelli,http://www.wikidata.org/entity/Q1042211
88,http://dbpedia.org/resource/Jens_Adolf_Jerichau,http://www.wikidata.org/entity/Q288087
89,http://dbpedia.org/resource/Escape_from_the_Planet_of_the_Apes,http://www.wikidata.org/entity/Q469639
90,http://dbpedia.org/resource/Marvin_Minsky,http://www.wikidata.org/entity/Q204815
91,http://dbpedia.org/resource/The_Garden_(Take_That_song),http://www.wikidata.org/entity/Q3650411
92,http://dbpedia.org/resource/Rudolf_Hrušínský,http://www.wikidata.org/entity/Q444097
93,http://dbpedia.org/resource/Maria_Antonia_Ferdinanda_of_Spain,http://www.wikidata.org/entity/Q232172
94,http://dbpedia.org/resource/Noël_Godin,http://www.wikidata.org/entity/Q285238
95,http://dbpedia.org/resource/Horace_Dediu,http://www.wikidata.org/entity/Q5901667
96,"http://dbpedia.org/resource/Victor_Amadeus,_Prince_of_Piedmont",http://www.wikidata.org/entity/Q1775598
97,http://dbpedia.org/resource/Alexander_Mackendrick,http://www.wikidata.org/entity/Q716310
98,http://dbpedia.org/resource/Luboš_Dobrovský,http://www.wikidata.org/entity/Q6695637
99,http://dbpedia.org/resource/Patrick_Garcia,http://www.wikidata.org/entity/Q3550374
100,http://dbpedia.org/resource/Raymond_Aron,http://www.wikidata.org/entity/Q160640
101,http://dbpedia.org/resource/Hugh_Leonard,http://www.wikidata.org/entity/Q1634447
102,http://dbpedia.org/resource/Julio_Frenk,http://www.wikidata.org/entity/Q864157
103,http://dbpedia.org/resource/Edgars_Rinkēvičs,http://www.wikidata.org/entity/Q3047551
104,http://dbpedia.org/resource/The_Great_Love_(1918_film),http://www.wikidata.org/entity/Q7737833
105,http://dbpedia.org/resource/Josiah_S._Johnston,http://www.wikidata.org/entity/Q1708664
106,http://dbpedia.org/resource/Živko_Zalar,http://www.wikidata.org/entity/Q8083710
107,http://dbpedia.org/resource/Will_Tremper,http://www.wikidata.org/entity/Q110749
108,http://dbpedia.org/resource/Further_Instructions,http://www.wikidata.org/entity/Q926210
109,http://dbpedia.org/resource/UEFA_Euro_2012_(video_game),http://www.wikidata.org/entity/Q1066943
110,http://dbpedia.org/resource/George_Chandler,http://www.wikidata.org/entity/Q3101481
111,http://dbpedia.org/resource/Threat_Vector,http://www.wikidata.org/entity/Q7797192
112,"http://dbpedia.org/resource/Leslie_Lynch_King,_Sr.",http://www.wikidata.org/entity/Q2797472
113,http://dbpedia.org/resource/Norina_Matchabelli,http://www.wikidata.org/entity/Q274075
114,http://dbpedia.org/resource/Samuel_Bigger,http://www.wikidata.org/entity/Q2217998
115,http://dbpedia.org/resource/Kitty_Winn,http://www.wikidata.org/entity/Q446486
116,http://dbpedia.org/resource/Sophie_of_Brandenburg-Ansbach-Kulmbach,http://www.wikidata.org/entity/Q526020
117,http://dbpedia.org/resource/Arnaldo_Forlani,http://www.wikidata.org/entity/Q434786
118,http://dbpedia.org/resource/José_María_Panganiban,http://www.wikidata.org/entity/Q6279472
119,http://dbpedia.org/resource/Joseph_Gurney_Cannon,http://www.wikidata.org/entity/Q984248
120,http://dbpedia.org/resource/Barbary_Coast_(film),http://www.wikidata.org/entity/Q524849
121,http://dbpedia.org/resource/Democratic_Party_of_Albania,http://www.wikidata.org/entity/Q845743
122,http://dbpedia.org/resource/PFC_Vidima-Rakovski_Sevlievo,http://www.wikidata.org/entity/Q1517008
123,http://dbpedia.org/resource/William_Lai,http://www.wikidata.org/entity/Q3847080
124,http://dbpedia.org/resource/Tom_Ford,http://www.wikidata.org/entity/Q318149
125,http://dbpedia.org/resource/Army_Men:_Air_Attack,http://www.wikidata.org/entity/Q2862835
126,http://dbpedia.org/resource/Greatest_Hits_(The_Doors_album),http://www.wikidata.org/entity/Q1755554
127,http://dbpedia.org/resource/J._Hans_D._Jensen,http://www.wikidata.org/entity/Q76797
128,http://dbpedia.org/resource/Paradise_(1991_film),http://www.wikidata.org/entity/Q1811996
129,http://dbpedia.org/resource/Jack_Natteford,http://www.wikidata.org/entity/Q6114284
130,http://dbpedia.org/resource/The_Elder_Scrolls_III:_Tribunal,http://www.wikidata.org/entity/Q523133
131,"http://dbpedia.org/resource/Otto_III,_Duke_of_Carinthia",http://www.wikidata.org/entity/Q682317
132,http://dbpedia.org/resource/George_W._Whitehead,http://www.wikidata.org/entity/Q1508482
133,http://dbpedia.org/resource/The_Emperor_and_the_Golem,http://www.wikidata.org/entity/Q7731928
134,http://dbpedia.org/resource/Bess_Armstrong,http://www.wikidata.org/entity/Q63308
135,http://dbpedia.org/resource/Bill_Hicks,http://www.wikidata.org/entity/Q35851
136,http://dbpedia.org/resource/Tina_Knowles,http://www.wikidata.org/entity/Q2623520
137,http://dbpedia.org/resource/Saw_Yun,http://www.wikidata.org/entity/Q950771
138,http://dbpedia.org/resource/Harry_Crosby_(businessman),http://www.wikidata.org/entity/Q13218111
139,http://dbpedia.org/resource/Bob_Krueger,http://www.wikidata.org/entity/Q1840588
140,http://dbpedia.org/resource/Valkyrie_Profile,http://www.wikidata.org/entity/Q2092504
141,http://dbpedia.org/resource/Howard_K._Smith,http://www.wikidata.org/entity/Q4260204
142,http://dbpedia.org/resource/Kurt_Vonnegut,http://www.wikidata.org/entity/Q49074
143,http://dbpedia.org/resource/Ninja_III:_The_Domination,http://www.wikidata.org/entity/Q1961722
144,http://dbpedia.org/resource/Atlantis_(1913_film),http://www.wikidata.org/entity/Q3574023
145,http://dbpedia.org/resource/Maja_Bošković-Stulli,http://www.wikidata.org/entity/Q2356779
146,http://dbpedia.org/resource/Prince_Joseph_Ferdinand_of_Saxe-Coburg_and_Gotha,http://www.wikidata.org/entity/Q10309382
147,http://dbpedia.org/resource/Richard_Williams_(animator),http://www.wikidata.org/entity/Q1999598
148,http://dbpedia.org/resource/Nanchatte_Ren'ai,http://www.wikidata.org/entity/Q1316873
149,http://dbpedia.org/resource/Sarah_Parker_Remond,http://www.wikidata.org/entity/Q4794162
150,http://dbpedia.org/resource/Leslie_Howard_(actor),http://www.wikidata.org/entity/Q156178
151,http://dbpedia.org/resource/The_Blue_Angel,http://www.wikidata.org/entity/Q158047
152,http://dbpedia.org/resource/Armenian_National_Congress,http://www.wikidata.org/entity/Q284853
153,"http://dbpedia.org/resource/Frederick_III,_Duke_of_Holstein-Gottorp",http://www.wikidata.org/entity/Q61360
154,"http://dbpedia.org/resource/Frederick_II,_Margrave_of_Meissen",http://www.wikidata.org/entity/Q695279
155,http://dbpedia.org/resource/Been_to_Hell,http://www.wikidata.org/entity/Q3661564
156,http://dbpedia.org/resource/God_Told_Me_To,http://www.wikidata.org/entity/Q3283327
157,http://dbpedia.org/resource/Jozef_Lenárt,http://www.wikidata.org/entity/Q465455
158,http://dbpedia.org/resource/Social_Democrats_(Slovenia),http://www.wikidata.org/entity/Q917211
159,http://dbpedia.org/resource/Theodore_William_Richards,http://www.wikidata.org/entity/Q189465
160,http://dbpedia.org/resource/The_ConstruKction_of_Light,http://www.wikidata.org/entity/Q212034
161,http://dbpedia.org/resource/John_D._Hancock,http://www.wikidata.org/entity/Q1762240
162,http://dbpedia.org/resource/The_Empress_of_China_(film),http://www.wikidata.org/entity/Q20649713
163,http://dbpedia.org/resource/Josh_Charles,http://www.wikidata.org/entity/Q472282
164,http://dbpedia.org/resource/Liberal_Arts_(film),http://www.wikidata.org/entity/Q4137975
165,http://dbpedia.org/resource/Evil_Dead_(2013_film),http://www.wikidata.org/entity/Q73279
166,http://dbpedia.org/resource/Minstrel_in_the_Gallery,http://www.wikidata.org/entity/Q1507838
167,http://dbpedia.org/resource/Nurul_Islam_(broadcaster),http://www.wikidata.org/entity/Q7070311
168,http://dbpedia.org/resource/Summer_Scent,http://www.wikidata.org/entity/Q45544
169,"http://dbpedia.org/resource/Louis_II,_Duke_of_Bavaria",http://www.wikidata.org/entity/Q61467
170,http://dbpedia.org/resource/Ladislav_Pešek,http://www.wikidata.org/entity/Q7940687
171,http://dbpedia.org/resource/Selenge_Province,http://www.wikidata.org/entity/Q234680
172,http://dbpedia.org/resource/Vlastimil_Tusar,http://www.wikidata.org/entity/Q2666912
173,http://dbpedia.org/resource/Alfred_Adler,http://www.wikidata.org/entity/Q152393
174,http://dbpedia.org/resource/Richard_Brauer,http://www.wikidata.org/entity/Q65201
175,http://dbpedia.org/resource/Robert_Daniel_Murphy,http://www.wikidata.org/entity/Q2000858
176,http://dbpedia.org/resource/Charles_Esten,http://www.wikidata.org/entity/Q1064297
177,http://dbpedia.org/resource/Relleu,http://www.wikidata.org/entity/Q1751262
178,http://dbpedia.org/resource/Bayou_Country,http://www.wikidata.org/entity/Q791564
179,http://dbpedia.org/resource/Empress_Xiaoshurui,http://www.wikidata.org/entity/Q1044463
180,http://dbpedia.org/resource/Lev_Shestov,http://www.wikidata.org/entity/Q314189
181,http://dbpedia.org/resource/Boys_&_Girls_(Ayumi_Hamasaki_song),http://www.wikidata.org/entity/Q2355213
182,http://dbpedia.org/resource/Carlos_Navarro_Montoya,http://www.wikidata.org/entity/Q2714188
183,http://dbpedia.org/resource/John_Compton,http://www.wikidata.org/entity/Q716020
184,http://dbpedia.org/resource/Rock_the_Kasbah_(film),http://www.wikidata.org/entity/Q17155559
185,http://dbpedia.org/resource/Károly_Huszár,http://www.wikidata.org/entity/Q546153
186,http://dbpedia.org/resource/Where_the_Heart_Is_(1990_film),http://www.wikidata.org/entity/Q1217733
187,http://dbpedia.org/resource/Charlie_Callas,http://www.wikidata.org/entity/Q969860
188,http://dbpedia.org/resource/Alejandro_Darío_Gómez,http://www.wikidata.org/entity/Q965846
189,http://dbpedia.org/resource/Curly_Sue,http://www.wikidata.org/entity/Q917306
190,http://dbpedia.org/resource/Princess_Charlotte_Amalie_of_Hesse-Philippsthal,http://www.wikidata.org/entity/Q515707
191,http://dbpedia.org/resource/Winston_Ntshona,http://www.wikidata.org/entity/Q449035
192,http://dbpedia.org/resource/Vasil_Gendov,http://www.wikidata.org/entity/Q12274689
193,http://dbpedia.org/resource/Lick_It_Up,http://www.wikidata.org/entity/Q931631
194,"http://dbpedia.org/resource/Frederick_III,_German_Emperor",http://www.wikidata.org/entity/Q58600
195,http://dbpedia.org/resource/Remember_(Fayray_song),http://www.wikidata.org/entity/Q7311635
196,http://dbpedia.org/resource/Nora_Johnson,http://www.wikidata.org/entity/Q7050109
197,http://dbpedia.org/resource/Abdullah_of_Saudi_Arabia,http://www.wikidata.org/entity/Q57298
198,http://dbpedia.org/resource/GroenLinks,http://www.wikidata.org/entity/Q667680
199,http://dbpedia.org/resource/Loren_Dean,http://www.wikidata.org/entity/Q488723
200,http://dbpedia.org/resource/Slap!,http://www.wikidata.org/entity/Q7538682
201,http://dbpedia.org/resource/Princess_Henrietta_of_Nassau-Weilburg,http://www.wikidata.org/entity/Q242178
202,http://dbpedia.org/resource/Brian_Van_Holt,http://www.wikidata.org/entity/Q461290
203,http://dbpedia.org/resource/Nitsa_Tsaganea,http://www.wikidata.org/entity/Q7041524
204,http://dbpedia.org/resource/Don_Coscarelli,http://www.wikidata.org/entity/Q720360
205,http://dbpedia.org/resource/Banjo_on_My_Knee_(film),http://www.wikidata.org/entity/Q2410922
206,http://dbpedia.org/resource/Please_Please_Me,http://www.wikidata.org/entity/Q181826
207,"http://dbpedia.org/resource/George_Marion,_Jr.",http://www.wikidata.org/entity/Q1507856
208,http://dbpedia.org/resource/Wouldn't_It_Be_Nice,http://www.wikidata.org/entity/Q919198
209,"http://dbpedia.org/resource/Veles,_Macedonia",http://www.wikidata.org/entity/Q157050
210,http://dbpedia.org/resource/V._Yogeswaran,http://www.wikidata.org/entity/Q7906302
211,http://dbpedia.org/resource/This_Is_What_the_Truth_Feels_Like,http://www.wikidata.org/entity/Q22693262
212,http://dbpedia.org/resource/Mildred_Davis,http://www.wikidata.org/entity/Q452630
213,http://dbpedia.org/resource/Arthur_Compton,http://www.wikidata.org/entity/Q127944
214,http://dbpedia.org/resource/Prince_Ludwig_August_of_Saxe-Coburg_and_Gotha,http://www.wikidata.org/entity/Q696021
215,http://dbpedia.org/resource/Casson_Ferguson,http://www.wikidata.org/entity/Q3538975
216,http://dbpedia.org/resource/Yoshiko_Kuga,http://www.wikidata.org/entity/Q2698639
217,http://dbpedia.org/resource/Five_Suspects,http://www.wikidata.org/entity/Q20814525
218,http://dbpedia.org/resource/Kim_So-eun,http://www.wikidata.org/entity/Q496433
219,http://dbpedia.org/resource/The_Best_Day_(album),http://www.wikidata.org/entity/Q17985862
220,http://dbpedia.org/resource/Erik_McMillan,http://www.wikidata.org/entity/Q5388721
221,http://dbpedia.org/resource/Todas_las_azafatas_van_al_cielo,http://www.wikidata.org/entity/Q5222196
222,http://dbpedia.org/resource/Wim_Raymaekers,http://www.wikidata.org/entity/Q2109782
223,http://dbpedia.org/resource/Otto_Hesse,http://www.wikidata.org/entity/Q60397
224,http://dbpedia.org/resource/Blackadder:_The_Cavalier_Years,http://www.wikidata.org/entity/Q4922519
225,http://dbpedia.org/resource/Martha_Jefferson,http://www.wikidata.org/entity/Q238001
226,http://dbpedia.org/resource/Lehigh_University,http://www.wikidata.org/entity/Q622137
227,http://dbpedia.org/resource/Nesmith_Ankeny,http://www.wikidata.org/entity/Q470495
228,http://dbpedia.org/resource/Edmond_Leburton,http://www.wikidata.org/entity/Q461745
229,http://dbpedia.org/resource/Princess_Elisabeth_of_Anhalt,http://www.wikidata.org/entity/Q63010
230,http://dbpedia.org/resource/John_Graham_(economist),http://www.wikidata.org/entity/Q6235952
231,http://dbpedia.org/resource/Two_More_Years_(song),http://www.wikidata.org/entity/Q7859120
232,http://dbpedia.org/resource/Anthony_Mackie,http://www.wikidata.org/entity/Q511554
233,http://dbpedia.org/resource/Johnny_Byrne_(writer),http://www.wikidata.org/entity/Q6266418
234,http://dbpedia.org/resource/Cedric_Gibbons,http://www.wikidata.org/entity/Q727904
235,http://dbpedia.org/resource/Lucille_Benson,http://www.wikidata.org/entity/Q6697263
236,http://dbpedia.org/resource/Virginia_Hunter,http://www.wikidata.org/entity/Q7934327
237,http://dbpedia.org/resource/Sam_Irvin,http://www.wikidata.org/entity/Q3470501
238,http://dbpedia.org/resource/Elisabeth_Dorothea_of_Saxe-Gotha-Altenburg,http://www.wikidata.org/entity/Q270169
239,http://dbpedia.org/resource/Ataúlfo_Sánchez,http://www.wikidata.org/entity/Q5710499
240,http://dbpedia.org/resource/Pablo_Schreiber,http://www.wikidata.org/entity/Q26173
241,http://dbpedia.org/resource/Gita_Wirjawan,http://www.wikidata.org/entity/Q5247132
242,http://dbpedia.org/resource/Joe_Jonas,http://www.wikidata.org/entity/Q191088
243,http://dbpedia.org/resource/J._Edgar,http://www.wikidata.org/entity/Q1137236
244,http://dbpedia.org/resource/Ulises_Dumont,http://www.wikidata.org/entity/Q4888833
245,http://dbpedia.org/resource/Just_Give_Me_a_Reason,http://www.wikidata.org/entity/Q3811491
246,http://dbpedia.org/resource/Jamie_Lee_Curtis,http://www.wikidata.org/entity/Q106997
247,http://dbpedia.org/resource/Chinese_Democracy_(song),http://www.wikidata.org/entity/Q2455351
248,http://dbpedia.org/resource/The_Big_Tease,http://www.wikidata.org/entity/Q205211
249,http://dbpedia.org/resource/Richard_Harris,http://www.wikidata.org/entity/Q106775
250,http://dbpedia.org/resource/Joe_Alaskey,http://www.wikidata.org/entity/Q1691318
251,http://dbpedia.org/resource/Carlo_Montuori,http://www.wikidata.org/entity/Q729046
252,"http://dbpedia.org/resource/Michel,_14th_Prince_of_Ligne",http://www.wikidata.org/entity/Q116325
253,http://dbpedia.org/resource/The_Storyman,http://www.wikidata.org/entity/Q7766853
254,http://dbpedia.org/resource/Carlos_I_of_Portugal,http://www.wikidata.org/entity/Q158874
255,http://dbpedia.org/resource/Jules_Henriet,http://www.wikidata.org/entity/Q2938079
256,http://dbpedia.org/resource/Leonard_Lance,http://www.wikidata.org/entity/Q1819021
257,"http://dbpedia.org/resource/Barnim_X,_Duke_of_Pomerania",http://www.wikidata.org/entity/Q601879
258,http://dbpedia.org/resource/Manuel_Caballero,http://www.wikidata.org/entity/Q505308
259,http://dbpedia.org/resource/Ib_Mossin,http://www.wikidata.org/entity/Q4513066
260,http://dbpedia.org/resource/Kidz_Sports,http://www.wikidata.org/entity/Q6405131
261,"http://dbpedia.org/resource/Bernhard,_Count_of_Anhalt",http://www.wikidata.org/entity/Q565737
262,http://dbpedia.org/resource/Jules_Berry,http://www.wikidata.org/entity/Q553331
263,http://dbpedia.org/resource/Jenny_Slate,http://www.wikidata.org/entity/Q744166
264,http://dbpedia.org/resource/The_Informer_(1935_film),http://www.wikidata.org/entity/Q463869
265,http://dbpedia.org/resource/Blanca_Osuna,http://www.wikidata.org/entity/Q4924764
266,http://dbpedia.org/resource/Seelisberg,http://www.wikidata.org/entity/Q65355
267,http://dbpedia.org/resource/Rengan_Rajaratnam,http://www.wikidata.org/entity/Q16213717
268,http://dbpedia.org/resource/Babe_London,http://www.wikidata.org/entity/Q3632374
269,http://dbpedia.org/resource/Frienger,http://www.wikidata.org/entity/Q908261
270,http://dbpedia.org/resource/Bye_Bye_Love_(The_Cars_song),http://www.wikidata.org/entity/Q5004028
271,http://dbpedia.org/resource/Miguel_Potes_Mina,http://www.wikidata.org/entity/Q10517458
272,http://dbpedia.org/resource/Louis_the_Child,http://www.wikidata.org/entity/Q157099
273,http://dbpedia.org/resource/Robert_Coldwell_Wood,http://www.wikidata.org/entity/Q932181
274,http://dbpedia.org/resource/Peter_van_Eyck,http://www.wikidata.org/entity/Q66418
275,http://dbpedia.org/resource/A_Carol_for_Another_Christmas,http://www.wikidata.org/entity/Q4655736
276,http://dbpedia.org/resource/William_Stuart_(bishop),http://www.wikidata.org/entity/Q8018941
277,http://dbpedia.org/resource/Mandy_Patinkin,http://www.wikidata.org/entity/Q267097
278,http://dbpedia.org/resource/Christopher_G._Champlin,http://www.wikidata.org/entity/Q432883
279,http://dbpedia.org/resource/Héctor_Olivera_(film_director),http://www.wikidata.org/entity/Q3296644
280,"http://dbpedia.org/resource/Pike_County,_Missouri",http://www.wikidata.org/entity/Q489877
281,http://dbpedia.org/resource/Kim_Jong-nam,http://www.wikidata.org/entity/Q317824
282,http://dbpedia.org/resource/Battle_of_Princeton,http://www.wikidata.org/entity/Q1132579
283,http://dbpedia.org/resource/Dante_Spinotti,http://www.wikidata.org/entity/Q179657
284,http://dbpedia.org/resource/Takenobu_Mitsuyoshi,http://www.wikidata.org/entity/Q3178490
285,http://dbpedia.org/resource/Killer_McCoy,http://www.wikidata.org/entity/Q3925483
286,http://dbpedia.org/resource/Rudolf_Schaad,http://www.wikidata.org/entity/Q2173693
287,http://dbpedia.org/resource/Elisabeth_of_France_(1602–1644),http://www.wikidata.org/entity/Q274732
288,http://dbpedia.org/resource/Amai_Anata_no_Aji,http://www.wikidata.org/entity/Q2840915
289,http://dbpedia.org/resource/My_Name_Is,http://www.wikidata.org/entity/Q1457851
290,http://dbpedia.org/resource/Lê_Duẩn,http://www.wikidata.org/entity/Q466001
291,http://dbpedia.org/resource/Mark_Lanegan,http://www.wikidata.org/entity/Q319277
292,http://dbpedia.org/resource/Claudia_Wells,http://www.wikidata.org/entity/Q51125
293,http://dbpedia.org/resource/Rama_III,http://www.wikidata.org/entity/Q319669
294,http://dbpedia.org/resource/Laval_University,http://www.wikidata.org/entity/Q1067935
295,http://dbpedia.org/resource/Ricardo_J._Caballero,http://www.wikidata.org/entity/Q7322676
296,http://dbpedia.org/resource/Lina_Romay,http://www.wikidata.org/entity/Q465186
297,http://dbpedia.org/resource/Carlos_Soria,http://www.wikidata.org/entity/Q176160
298,http://dbpedia.org/resource/Robin_Swicord,http://www.wikidata.org/entity/Q299563
299,http://dbpedia.org/resource/Liberec_District,http://www.wikidata.org/entity/Q739824
