,e1,p1,o1,e2,p2,o2,equals
10,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Kashyyyk_stalker_pistol,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/type,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Blaster_pistol/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Kashyyyk_Stalker_Pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/property/type,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Pistol,Unknown
11,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Kashyyyk_stalker_pistol,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Kashyyyk stalker pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Kashyyyk_Stalker_Pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,DD6 Pistol,FALSE
12,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/M22-T_Krayt_gunship,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,M22-T Krayt Gunship,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/M22-T_%22Krayt%22_Gunship,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,"M22-T ""Krayt"" Gunship",TRUE
13,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Berserker_rifle,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/type,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Slugthrower/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Berserker_Rifle,http://dbkwik.webdatacommons.org/swg.wikia.com/property/type,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Rifle,Unknown
14,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Berserker_rifle,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Berserker rifle,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Berserker_Rifle,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Berserker Rifle,TRUE
15,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/M3-A_Scyk_fighter,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,M3-A Scyk fighter,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/MandalMotors_M3-A_%22Scyk%22_Interceptor,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,"M3-A ""Scyk"" Interceptor",TRUE
16,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Karkan_ribene,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Karkan ribene,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Karkan_Ribenes,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Karkan Ribenes,TRUE
17,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/TIE_Oppressor,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,TIE Oppressor,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/TIE_Oppressor,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,TIE Oppressor Strike Starfighter,TRUE
18,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/AEG-77_Vigo,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,AEG-77 Vigo,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Black_Sun_AEG-77_Vigo_Gunship,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,AEG-77,TRUE
19,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Heavy_particle_beam_cannon,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/type,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Heavy_weapon,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Heavy_Particle_Beam_Cannon,http://dbkwik.webdatacommons.org/swg.wikia.com/property/type,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Heavy_weapon,Unknown
20,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Heavy_particle_beam_cannon,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Heavy particle beam cannon,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Heavy_Particle_Beam_Cannon,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Heavy Particle Beam Cannon,TRUE
21,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Rohd_Gostervek,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Rohd Gostervek,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Captain_Rohd_Gostervek,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Captain Rohd Gostervek,TRUE
22,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Bivoli_Tempari,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Bivoli Tempari,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Bivoli_Tempari,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Bivoli Tempari,TRUE
23,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/OR-5,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,OR-5,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Colonel_OR-5,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Colonel OR-5,TRUE
24,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Ion_stunner_pistol,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Ion stunner pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Ion_Stunner_Pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Ion Stunner Pistol,TRUE
25,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/P8_Lamprey_pistol,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/type,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Blaster_pistol/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/P-8_Lamprey_Pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/property/type,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Pistol,Unknown
26,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/P8_Lamprey_pistol,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,P8 Lamprey pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/P-8_Lamprey_Pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,P-8 Lamprey Pistol,TRUE
27,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Kanali_Wafers,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Kanali Wafers,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Kanali_Wafers,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Kanali Wafers,TRUE
28,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Massassi_knuckler,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/type,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Melee_weapon/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Massassi_Knuckler,http://dbkwik.webdatacommons.org/swg.wikia.com/property/type,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Melee_weapon,Unknown
29,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Massassi_knuckler,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Massassi knuckler,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Massassi_Knuckler,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Massassi Knuckler,TRUE
30,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Bofa_treat,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Bofa treat,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Bofa_Treat,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Bofa Treat,TRUE
31,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Rancor_Aid,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Rancor Aid,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Rancor_Aid,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Rancor Aid,TRUE
32,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/DH-17_carbine,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/type,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Blaster_carbine/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/DH17_Carbine,http://dbkwik.webdatacommons.org/swg.wikia.com/property/type,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Carbine,Unknown
33,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/DH-17_carbine,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,DH-17 carbine,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/DH17_Carbine,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,DH17 Carbine,TRUE
34,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Graling_juice,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Graling juice,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Gralinyn_Juice,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Gralinyn Juice,TRUE
35,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Niksel_Frangee,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Niksel Frangee,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Frangee,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Niksel Frangee,TRUE
36,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Anti-Riot_Tangle_Gun_7,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/type,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Pistol/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Tangle_Pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/property/type,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Pistol,Unknown
37,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Anti-Riot_Tangle_Gun_7,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Anti-Riot Tangle Gun 7,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Tangle_Pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Tangle Pistol,TRUE
38,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Ixiyen-class_fast_attack_craft,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Ixiyen-class fast attack craft,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/TransGalMeg_%22Ixiyen%22_Fast_Attack_Craft,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Ixiyen Fast Attack Craft,TRUE
39,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/SE-14_blaster_pistol,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/type,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Blaster_pistol/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/SR_Combat_Pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/property/type,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Pistol,Unknown
40,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/SE-14_blaster_pistol,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,SE-14 blaster pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/SR_Combat_Pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,SR Combat Pistol,FALSE
41,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/DXR6_heavy_carbine,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/type,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Blaster_carbine/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/DXR6_Heavy_Carbine,http://dbkwik.webdatacommons.org/swg.wikia.com/property/type,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Carbine,Unknown
42,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/DXR6_heavy_carbine,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,DXR6 heavy carbine,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/DXR6_Heavy_Carbine,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,DXR6 Heavy Carbine,TRUE
43,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Missile_launcher/Legends,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/type,Heavy weapon,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Rocket_Launcher,http://dbkwik.webdatacommons.org/swg.wikia.com/property/type,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Heavy_weapon,TRUE
44,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Missile_launcher/Legends,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Missile launcher,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Rocket_Launcher,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Rocket Launcher,FALSE
45,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Ithorian_Mist,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Ithorian Mist,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Ithorian_Mist,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Ithorian Mist,TRUE
46,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/DE-10_blaster_pistol,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/type,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Blaster_pistol/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/DE-10_Pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/property/type,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Pistol,Unknown
47,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/DE-10_blaster_pistol,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,DE-10 blaster pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/DE-10_Pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,DE-10 Pistol,TRUE
48,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/UR-G8_pistol,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/type,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Blaster_pistol/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/UR-G8_Pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/property/type,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Pistol,Unknown
49,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/UR-G8_pistol,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,UR-G8 pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/UR-G8_Pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,UR-G8 Pistol,TRUE
50,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Rucksack_of_the_Tusken_King,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/type,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Backpack/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Rucksack_of_the_Tusken_King,http://dbkwik.webdatacommons.org/swg.wikia.com/property/type,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Wearable_container,Unknown
51,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Rucksack_of_the_Tusken_King,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Rucksack of the Tusken King,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Rucksack_of_the_Tusken_King,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Rucksack of the Tusken King,TRUE
52,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Rhiss_Mark-20,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/type,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Blaster_pistol/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Rhiss_Mark-20,http://dbkwik.webdatacommons.org/swg.wikia.com/property/type,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Pistol,Unknown
53,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Rhiss_Mark-20,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Rhiss Mark-20,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Rhiss_Mark-20,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Rhiss Mark-20,TRUE
54,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/YKL-37R_Nova_Courier,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,YKL-37R Nova Courier,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Nova_Courier,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,YKL-37R Nova Courier,TRUE
55,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Cinderclaw,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Cinderclaw,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Cinderclaw,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Cinderclaw,TRUE
56,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Corellian_ale/Legends,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Corellian ale,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Corellian_Ale,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Corellian Ale,TRUE
57,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Y-8_mining_vessel,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Y-8 mining vessel,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Y-8_Mining_Ship,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Y-8 Mining Ship,TRUE
58,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/HK-58_Besh,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,HK-58 Besh,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/HK-58_Besh,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,HK-58 Besh,TRUE
59,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/DH-17_blaster_pistol/Legends,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/type,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Blaster_pistol/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/DH17_Pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/property/type,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Pistol,Unknown
60,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/DH-17_blaster_pistol/Legends,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,DH-17 blaster pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/DH17_Pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,DH17 Pistol,TRUE
61,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Aitha_protein_drink,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Aitha protein drink,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Aitha,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Aitha,TRUE
62,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Blue_milk/Legends,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Blue milk,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Blue_Milk,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Blue Milk,TRUE
63,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Vercupti_of_sgazza_boleruueé,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Vercupti of sgazza boleruueé,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Vercupti_of_Agazza_Boleruuee,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Vercupti of Agazza Boleruuee,TRUE
64,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Quicktrigger_Countermand,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/type,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Blaster_pistol/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Quicktrigger_Countermand,http://dbkwik.webdatacommons.org/swg.wikia.com/property/type,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Pistol,Unknown
65,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Quicktrigger_Countermand,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Quicktrigger Countermand,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Quicktrigger_Countermand,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Quicktrigger Countermand,TRUE
66,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Ye-4_gunship,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Ye-4 gunship,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/YE-4_Gunship,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,YE-4,TRUE
67,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Pyollian_cake,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Pyollian cake,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Pyollian_Cake,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Chandad,FALSE
68,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Relgon_Starkill,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Relgon Starkill,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Captain_Relgon_Starkill,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Captain Relgon Starkill,TRUE
69,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/HK-Taskmaster,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,HK-Taskmaster,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/HK-Taskmaster,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,HK-Taskmaster,TRUE
70,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/N-K_Necrosis,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,N-K Necrosis,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/N-K_%22Necrosis%22,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,N-K Necrosis,TRUE
71,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Vayerbok,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Vayerbok,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Vayerbok,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Vayerbok,TRUE
72,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Scatter_pistol,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/type,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Blaster_pistol/Legends,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/High_Capacity_Scatter_Pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/property/type,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Pistol,Unknown
73,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Scatter_pistol,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Scatter pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/High_Capacity_Scatter_Pistol,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,High Capacity Scatter Pistol,TRUE
74,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Accarrgm,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Accarrgm,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Accarragm,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Accarragm,TRUE
75,http://dbkwik.webdatacommons.org/starwars.wikia.com/resource/Bors_Teraud,http://dbkwik.webdatacommons.org/starwars.wikia.com/property/name,Bors Teraud,http://dbkwik.webdatacommons.org/swg.wikia.com/resource/Bors_Teraud,http://dbkwik.webdatacommons.org/swg.wikia.com/property/name,Bors Teraud,TRUE
