,e1,p1,o1,e2,p2,o2,equals
18,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Ch%27Targh,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/species,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Klingon,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Ch%27Targh,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/species,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Klingon,TRUE
19,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Stellar_Cartography:_The_Starfleet_Reference_Library,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/pages,48,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Stellar_Cartography:_The_Starfleet_Reference_Library,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/pages,4810,FALSE
20,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Stellar_Cartography:_The_Starfleet_Reference_Library,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/publisher,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Epic_Ink,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Stellar_Cartography:_The_Starfleet_Reference_Library,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/publisher,47,FALSE
21,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Stellar_Cartography:_The_Starfleet_Reference_Library,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/publisher,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Becker&mayer!,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Stellar_Cartography:_The_Starfleet_Reference_Library,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/publisher,47,FALSE
22,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Stellar_Cartography:_The_Starfleet_Reference_Library,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/publisher,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/47North,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Stellar_Cartography:_The_Starfleet_Reference_Library,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/publisher,47,FALSE
23,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/LaSalle,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/name,LaSalle,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/USS_LaSalle_(NCC-6203),http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/name,USS LaSalle,TRUE
24,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/LaSalle,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/status,Active,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/USS_LaSalle_(NCC-6203),http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/status,active,TRUE
25,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Pavel_Chekov_(mirror),http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/gender,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Gender,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Pavel_Chekov_(mirror),http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/gender,Male,FALSE
26,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Pavel_Chekov_(mirror),http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/rank,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Ensign,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Pavel_Chekov_(mirror),http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/rank,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Commander,FALSE
27,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/USS_Bozeman,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/name,USS Bozeman,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/USS_Bozeman_(NCC-1941),http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/name,USS Bozeman,TRUE
28,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/USS_Bozeman,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/status,Active,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/USS_Bozeman_(NCC-1941),http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/status,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Ship_commissioning,FALSE
29,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Incident_at_Arbuk,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/next,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/The_Murdered_Sun,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Incident_at_Arbuk,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/after,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/The_Murdered_Sun,TRUE
30,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Incident_at_Arbuk,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/pages,214,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Incident_at_Arbuk,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/pages,214,TRUE
31,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Incident_at_Arbuk,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/stardate,48135.6,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Incident_at_Arbuk,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/stardate,48135.6,TRUE
32,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Traitor_Winds,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/next,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Crossroad,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Traitor_Winds,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/after,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Crossroad,TRUE
33,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Traitor_Winds,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/next,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Recovery,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Traitor_Winds,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/after,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Crossroad,FALSE
34,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Traitor_Winds,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/pages,275,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Traitor_Winds,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/pages,275,TRUE
35,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Traitor_Winds,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/publisher,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Pocket_Books,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Traitor_Winds,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/publisher,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Pocket_Books,Unknown
36,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Traitor_Winds,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/prev,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/The_Patrian_Transgression,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Traitor_Winds,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/before,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/The_Patrian_Transgression,Unknown
37,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Traitor_Winds,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/prev,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/A_Flag_Full_of_Stars,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Traitor_Winds,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/before,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/The_Patrian_Transgression,Unknown
38,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Garrovick_(Captain),http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/gender,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Gender,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Stephen_Garrovick_(I),http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/gender,male,FALSE
39,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Garrovick_(Captain),http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/species,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Human,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Stephen_Garrovick_(I),http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/species,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Human,TRUE
40,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Bruce_Maddox,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/gender,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Gender,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Bruce_Maddox,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/gender,male,FALSE
41,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Bruce_Maddox,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/species,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Human,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Bruce_Maddox,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/species,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Human,TRUE
42,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Bruce_Maddox,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/rank,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Commander,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Bruce_Maddox,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/rank,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Captain,FALSE
43,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Death_in_Winter,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/pages,336,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Death_in_Winter,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/pages,320,TRUE
44,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Death_in_Winter,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/prev,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Engines_of_Destiny,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Death_in_Winter,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/before,"http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/A_Time_for_War,_A_Time_for_Peace",FALSE
45,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Sirol,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/species,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Romulan,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Sirol,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/species,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Romulan,TRUE
46,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Sirol,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/rank,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Commander,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Sirol,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/rank,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Commander,TRUE
47,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Taggert_(Captain),http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/gender,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Gender,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Taggert_(Captain),http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/gender,male,FALSE
48,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Taggert_(Captain),http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/species,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Human,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Taggert_(Captain),http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/species,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Human,TRUE
49,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/USS_Challenger_(NCC-2032),http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/registry,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/NCC,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/USS_Challenger_(NCC-2032),http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/registry,NCC-2032,FALSE
50,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/USS_Challenger_(NCC-2032),http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/name,USS Challenger,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/USS_Challenger_(NCC-2032),http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/name,USS Challenger,TRUE
51,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/USS_Challenger_(NCC-2032),http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/status,Active,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/USS_Challenger_(NCC-2032),http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/status,active,TRUE
52,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Tharn,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/gender,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Gender,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Tharn,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/gender,Male,FALSE
53,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Tharn,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/species,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Halkan,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Tharn,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/species,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Halkan,TRUE
54,"http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Star_Trek:_Boldly_Go,_Issue_5",http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/next,"http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Star_Trek:_Boldly_Go,_Issue_6","http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Boldly_Go,_Issue_5",http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/after,"http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Boldly_Go,_Issue_6",TRUE
55,"http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Star_Trek:_Boldly_Go,_Issue_5",http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/pages,32,"http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Boldly_Go,_Issue_5",http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/pages,32,TRUE
56,"http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Star_Trek:_Boldly_Go,_Issue_5",http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/publisher,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/IDW_Publishing,"http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Boldly_Go,_Issue_5",http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/publisher,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/IDW_Publishing,TRUE
57,"http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Star_Trek:_Boldly_Go,_Issue_5",http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/prev,"http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Star_Trek:_Boldly_Go,_Issue_4","http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Boldly_Go,_Issue_5",http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/before,"http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Boldly_Go,_Issue_4",TRUE
58,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Matthew_Dougherty,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/gender,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Gender,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Matthew_Dougherty,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/gender,male,FALSE
59,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Matthew_Dougherty,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/species,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Human,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Matthew_Dougherty,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/species,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Human,TRUE
60,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Matthew_Dougherty,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/rank,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Vice_admiral,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Matthew_Dougherty,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/rank,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Vice_admiral,TRUE
61,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/The_More_Things_Change,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/publisher,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Pocket_Books,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/The_More_Things_Change,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/publisher,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Pocket_Books,Unknown
62,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/K%27Vada,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/gender,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Gender,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/K%27Vada,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/gender,Male,FALSE
63,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/K%27Vada,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/property/species,http://dbkwik.webdatacommons.org/memory-alpha.wikia.com/resource/Klingon,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/K%27Vada,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/property/species,http://dbkwik.webdatacommons.org/memory-beta.wikia.com/resource/Klingon,TRUE
