,predicate,functionality,inverse_functionality,inversability
152,http://dbpedia.org/ontology/hairColor,1.0,0.5,0.5
153,http://dbpedia.org/ontology/nlaId,1.0,1.0,1.0
154,http://dbpedia.org/ontology/league,1.0,1.0,1.0
155,http://dbpedia.org/ontology/primeMinister,1.0,1.0,1.0
156,http://dbpedia.org/ontology/largestCity,1.0,1.0,1.0
157,http://dbpedia.org/ontology/draftYear,1.0,1.0,1.0
158,http://dbpedia.org/ontology/highschool,1.0,1.0,1.0
159,http://dbpedia.org/ontology/PopulatedPlace/populationUrbanDensity,1.0,1.0,1.0
160,http://dbpedia.org/ontology/county,1.0,0.6,0.6
161,http://dbpedia.org/ontology/battingSide,1.0,1.0,1.0
162,http://dbpedia.org/ontology/activeYearsEndDate,1.0,1.0,1.0
163,http://dbpedia.org/ontology/successor,1.0,1.0,1.0
164,http://dbpedia.org/ontology/undraftedYear,1.0,1.0,1.0
165,http://dbpedia.org/ontology/trainer,1.0,1.0,1.0
166,http://dbpedia.org/ontology/status,1.0,1.0,1.0
167,http://dbpedia.org/ontology/distanceToCardiff,1.0,1.0,1.0
168,http://dbpedia.org/ontology/serviceStartYear,1.0,1.0,1.0
169,http://dbpedia.org/ontology/academicAdvisor,1.0,1.0,1.0
170,http://dbpedia.org/ontology/maintainedBy,1.0,1.0,1.0
171,http://dbpedia.org/ontology/statisticValue,1.0,1.0,1.0
172,http://dbpedia.org/ontology/firstAppearance,1.0,1.0,1.0
173,http://dbpedia.org/ontology/builder,1.0,1.0,1.0
174,http://dbpedia.org/ontology/allegiance,1.0,1.0,1.0
175,http://dbpedia.org/ontology/distanceToBelfast,1.0,1.0,1.0
176,http://dbpedia.org/ontology/buildingStartDate,1.0,1.0,1.0
177,http://dbpedia.org/ontology/governorGeneral,1.0,1.0,1.0
178,http://www.w3.org/2004/02/skos/core#exactMatch,1.0,1.0,1.0
179,http://dbpedia.org/ontology/careerPrizeMoney,1.0,1.0,1.0
180,http://dbpedia.org/ontology/throwingSide,1.0,0.5,0.5
181,http://dbpedia.org/ontology/majorShrine,1.0,1.0,1.0
182,http://dbpedia.org/ontology/lake,1.0,1.0,1.0
183,http://dbpedia.org/ontology/series,1.0,0.5,0.5
184,http://dbpedia.org/ontology/ethnicGroup,1.0,1.0,1.0
185,http://dbpedia.org/ontology/lieutenant,1.0,1.0,1.0
186,http://dbpedia.org/ontology/doctoralStudent,1.0,1.0,1.0
187,http://dbpedia.org/ontology/relation,1.0,1.0,1.0
188,http://dbpedia.org/ontology/demonym,1.0,1.0,1.0
189,http://dbpedia.org/ontology/formerChoreographer,1.0,1.0,1.0
190,http://dbpedia.org/ontology/openingYear,1.0,1.0,1.0
191,http://dbpedia.org/ontology/citizenship,1.0,1.0,1.0
192,http://dbpedia.org/ontology/dissolutionDate,1.0,1.0,1.0
193,http://dbpedia.org/ontology/training,1.0,1.0,1.0
194,http://dbpedia.org/ontology/canonizedPlace,1.0,1.0,1.0
195,http://dbpedia.org/ontology/deputy,1.0,1.0,1.0
196,http://dbpedia.org/ontology/lastAppearance,1.0,1.0,1.0
197,http://dbpedia.org/ontology/crownDependency,1.0,1.0,1.0
198,http://dbpedia.org/ontology/creator,1.0,1.0,1.0
199,http://dbpedia.org/ontology/canonizedBy,1.0,1.0,1.0
200,http://dbpedia.org/ontology/crosses,1.0,1.0,1.0
201,http://dbpedia.org/ontology/numberOfFilms,1.0,1.0,1.0
202,http://dbpedia.org/ontology/length,1.0,1.0,1.0
203,http://dbpedia.org/ontology/notableStudent,1.0,1.0,1.0
204,http://dbpedia.org/ontology/networth,1.0,1.0,1.0
205,http://dbpedia.org/ontology/Infrastructure/length,1.0,1.0,1.0
206,http://dbpedia.org/ontology/voiceType,1.0,1.0,1.0
207,http://dbpedia.org/ontology/distanceToEdinburgh,1.0,1.0,1.0
208,http://dbpedia.org/ontology/draft,1.0,1.0,1.0
209,http://dbpedia.org/ontology/board,1.0,1.0,1.0
210,http://dbpedia.org/ontology/locatedInArea,1.0,1.0,1.0
